start_ms,end_ms,label
14180,15300,interviewee_speaking
15300,34474,pause_answered
34474,36557,interviewer_speaking
36557,37518,pause_question
37518,39479,interviewer_speaking
39479,42890,pause_question
42890,44780,interviewer_speaking
44780,45720,pause_question
45720,46220,interviewer_speaking
46220,46970,pause_question
46970,48070,interviewer_speaking
48070,49410,pause_question
49410,50620,interviewer_speaking
50620,51280,interviewee_speaking
51280,52500,pause_narrative
52500,55110,interviewee_speaking
55110,55700,pause_narrative
55700,57050,interviewee_speaking
57050,59030,pause_narrative
59030,62640,interviewee_speaking
62640,64420,pause_narrative
64420,66470,interviewee_speaking
66470,67270,pause_narrative
67270,72220,interviewee_speaking
72220,73610,pause_narrative
73610,75790,interviewee_speaking
75790,76790,pause_narrative
76790,80304,interviewee_speaking
80304,81220,pause_narrative
81220,81720,interviewee_speaking
81720,82940,pause_narrative
82940,90620,interviewee_speaking
90620,91780,pause_narrative
91780,93620,interviewee_speaking
93620,94670,pause_narrative
94670,97220,interviewee_speaking
97220,97910,pause_narrative
97910,100130,interviewee_speaking
100130,100932,pause_narrative
100932,104960,interviewee_speaking
104960,106160,pause_narrative
106160,111294,interviewee_speaking
111294,113040,pause_narrative
113040,120510,interviewee_speaking
120510,121180,pause_narrative
121180,122828,interviewee_speaking
122828,124570,pause_narrative
124570,125070,interviewee_speaking
125070,126730,pause_narrative
126730,127500,interviewee_speaking
127500,128470,pause_narrative
128470,130010,interviewee_speaking
130010,131420,pause_narrative
131420,133830,interviewee_speaking
133830,134340,pause_narrative
134340,135120,interviewee_speaking
135120,135940,pause_narrative
135940,138840,interviewee_speaking
138840,140670,pause_narrative
140670,142750,interviewee_speaking
142750,143380,pause_narrative
143380,150850,interviewee_speaking
150850,151722,pause_narrative
151722,153830,interviewee_speaking
153830,154550,pause_narrative
154550,156363,interviewee_speaking
156363,157430,interviewer_speaking
157430,158262,pause_question
158262,161680,interviewee_speaking
161680,162220,pause_narrative
162220,163220,interviewee_speaking
163220,163990,pause_narrative
163990,167410,interviewee_speaking
167410,167930,pause_narrative
167930,169550,interviewee_speaking
169550,170680,pause_narrative
170680,176150,interviewee_speaking
176150,176890,pause_narrative
176890,177390,interviewee_speaking
177390,180460,pause_narrative
180460,183690,interviewee_speaking
183690,184690,pause_narrative
184690,185190,interviewee_speaking
185190,185770,pause_narrative
185770,196150,interviewee_speaking
196150,196670,pause_narrative
196670,201790,interviewee_speaking
201790,202340,pause_narrative
202340,216860,interviewee_speaking
216860,217500,pause_narrative
217500,225290,interviewee_speaking
225290,226510,pause_narrative
226510,227010,interviewee_speaking
227010,228310,pause_narrative
228310,229950,interviewee_speaking
229950,230760,pause_narrative
230760,231780,interviewee_speaking
231780,232980,pause_narrative
232980,234590,interviewee_speaking
234590,235920,pause_narrative
235920,238320,interviewee_speaking
238320,239530,pause_narrative
239530,240310,interviewee_speaking
240310,241770,pause_narrative
241770,243790,interviewee_speaking
243790,244910,pause_narrative
244910,248390,interviewee_speaking
248390,248920,pause_narrative
248920,250510,interviewee_speaking
250510,252008,pause_narrative
252008,254900,interviewee_speaking
254900,255870,pause_narrative
255870,257140,interviewee_speaking
257140,258200,pause_narrative
258200,260090,interviewee_speaking
260090,261240,pause_narrative
261240,262840,interviewee_speaking
262840,264320,pause_narrative
264320,265580,interviewee_speaking
265580,266260,pause_narrative
266260,266760,interviewee_speaking
266760,267689,pause_narrative
267689,268689,interviewee_speaking
268689,270306,pause_narrative
270306,271680,interviewee_speaking
271680,272550,pause_narrative
272550,273530,interviewee_speaking
273530,275070,pause_narrative
275070,278590,interviewee_speaking
278590,279580,pause_narrative
279580,282110,interviewee_speaking
282110,283180,pause_narrative
283180,283680,interviewee_speaking
283680,284970,pause_narrative
284970,287100,interviewee_speaking
287100,288210,pause_narrative
288210,294430,interviewee_speaking
294430,295602,pause_narrative
295602,304550,interviewee_speaking
304550,305490,pause_narrative
305490,307740,interviewee_speaking
307740,308680,pause_narrative
308680,316978,interviewee_speaking
316978,317762,pause_narrative
317762,328490,interviewee_speaking
328490,331040,pause_narrative
331040,335360,interviewee_speaking
335360,336280,pause_narrative
336280,339320,interviewee_speaking
339320,340352,pause_narrative
340352,341308,interviewee_speaking
341308,342180,pause_narrative
342180,343600,interviewee_speaking
343600,344360,pause_narrative
344360,347420,interviewee_speaking
347420,348170,pause_narrative
348170,349630,interviewee_speaking
349630,350160,pause_narrative
350160,352545,interviewee_speaking
352545,353810,interviewer_speaking
353810,360585,interviewee_speaking
360585,361350,interviewer_speaking
361350,362230,interviewee_speaking
362230,363350,pause_narrative
363350,366490,interviewee_speaking
366490,367630,pause_narrative
367630,370500,interviewee_speaking
370500,371140,pause_narrative
371140,372050,interviewee_speaking
372050,372600,pause_narrative
372600,374200,interviewee_speaking
374200,374950,pause_narrative
374950,383080,interviewee_speaking
383080,383930,pause_narrative
383930,384890,interviewee_speaking
384890,385490,pause_narrative
385490,391090,interviewee_speaking
391090,392110,pause_narrative
392110,393080,interviewee_speaking
393080,393680,pause_narrative
393680,397650,interviewee_speaking
397650,398260,pause_narrative
398260,402880,interviewee_speaking
402880,403790,pause_narrative
403790,410490,interviewee_speaking
410490,412070,pause_narrative
412070,412840,interviewee_speaking
412840,413370,pause_narrative
413370,417300,interviewee_speaking
417300,417990,pause_narrative
417990,419840,interviewee_speaking
419840,420470,pause_narrative
420470,422410,interviewee_speaking
422410,423380,pause_narrative
423380,429550,interviewee_speaking
429550,430814,pause_narrative
430814,433690,interviewee_speaking
433690,434490,pause_narrative
434490,436837,interviewee_speaking
436837,437590,pause_narrative
437590,438950,interviewee_speaking
438950,439890,pause_narrative
439890,448420,interviewee_speaking
448420,449060,pause_narrative
449060,457400,interviewee_speaking
457400,458256,pause_narrative
458256,464190,interviewee_speaking
464190,464740,pause_narrative
464740,474800,interviewee_speaking
474800,476590,pause_narrative
476590,488570,interviewee_speaking
488570,491890,pause_narrative
491890,493830,interviewee_speaking
493830,495950,pause_narrative
495950,497010,interviewee_speaking
497010,497540,pause_narrative
497540,502190,interviewee_speaking
502190,503000,pause_narrative
503000,504200,interviewee_speaking
504200,505940,pause_narrative
505940,507580,interviewee_speaking
507580,509020,interviewer_speaking
509020,519250,interviewee_speaking
519250,519940,pause_narrative
519940,520920,interviewee_speaking
520920,522360,pause_narrative
522360,523430,interviewee_speaking
523430,524324,pause_answered
524324,526144,interviewer_speaking
526144,530800,interviewee_speaking
530800,531370,pause_narrative
531370,532420,interviewee_speaking
532420,534845,pause_answered
534845,538625,interviewer_speaking
538625,539950,interviewee_speaking
539950,540480,pause_narrative
540480,542800,interviewee_speaking
542800,543660,pause_narrative
543660,544160,interviewee_speaking
544160,545660,pause_narrative
545660,547260,interviewee_speaking
547260,548000,pause_narrative
548000,556000,interviewee_speaking
556000,556710,pause_narrative
556710,558610,interviewee_speaking
558610,559500,pause_narrative
559500,568560,interviewee_speaking
568560,569470,pause_narrative
569470,570200,interviewee_speaking
570200,571050,pause_narrative
571050,576980,interviewee_speaking
576980,577650,pause_narrative
577650,582060,interviewee_speaking
582060,583260,pause_narrative
583260,588120,interviewee_speaking
588120,588712,pause_narrative
588712,590220,interviewee_speaking
590220,590790,pause_narrative
590790,593330,interviewee_speaking
593330,594296,pause_narrative
594296,597215,interviewee_speaking
597215,597720,pause_narrative
597720,598220,interviewee_speaking
598220,599350,pause_narrative
599350,603930,interviewee_speaking
603930,604480,pause_narrative
604480,606990,interviewee_speaking
606990,608000,pause_narrative
608000,614580,interviewee_speaking
614580,615190,pause_narrative
615190,618310,interviewee_speaking
618310,618850,pause_narrative
618850,624110,interviewee_speaking
624110,625780,interviewer_speaking
625780,626590,pause_question
626590,629980,interviewee_speaking
629980,632560,pause_narrative
632560,633060,interviewee_speaking
633060,634430,pause_narrative
634430,639170,interviewee_speaking
639170,640190,pause_narrative
640190,644220,interviewee_speaking
644220,644770,pause_narrative
644770,646710,interviewee_speaking
646710,647630,pause_narrative
647630,652650,interviewee_speaking
652650,653200,pause_narrative
653200,653700,interviewee_speaking
653700,657560,pause_narrative
657560,661880,interviewee_speaking
661880,663100,pause_narrative
663100,682890,interviewee_speaking
682890,683395,pause_narrative
683395,685215,interviewee_speaking
685215,686690,pause_narrative
686690,689190,interviewee_speaking
689190,690000,pause_narrative
690000,694380,interviewee_speaking
694380,695110,pause_narrative
695110,696800,interviewee_speaking
696800,697560,pause_narrative
697560,699450,interviewee_speaking
699450,700290,pause_narrative
700290,704120,interviewee_speaking
704120,704880,pause_narrative
704880,707650,interviewee_speaking
707650,708310,pause_narrative
708310,720570,interviewee_speaking
720570,721360,pause_narrative
721360,723274,interviewee_speaking
723274,724710,pause_narrative
724710,735450,interviewee_speaking
735450,735960,pause_narrative
735960,737210,interviewee_speaking
737210,737785,pause_narrative
737785,739895,interviewee_speaking
739895,741234,pause_narrative
741234,743726,interviewee_speaking
743726,744800,pause_narrative
744800,745380,interviewee_speaking
745380,746090,pause_narrative
746090,747470,interviewee_speaking
747470,748005,pause_narrative
748005,751310,interviewee_speaking
751310,751870,pause_narrative
751870,754980,interviewee_speaking
754980,755839,pause_narrative
755839,756339,interviewee_speaking
756339,757260,pause_answered
757260,758149,interviewer_speaking
758149,759860,interviewee_speaking
759860,760510,pause_answered
760510,762295,interviewer_speaking
762295,763250,interviewee_speaking
763250,764046,pause_narrative
764046,764546,interviewee_speaking
764546,765720,pause_narrative
765720,766440,interviewee_speaking
766440,767240,pause_answered
767240,767565,interviewer_speaking
767565,769880,interviewee_speaking
769880,770726,pause_narrative
770726,771790,interviewee_speaking
771790,772370,pause_narrative
772370,774470,interviewee_speaking
774470,775680,pause_narrative
775680,778870,interviewee_speaking
778870,780070,pause_narrative
