start_ms,end_ms,label
11755,12360,interviewer_speaking
12360,13660,pause_question
13660,18089,interviewer_speaking
18089,18730,pause_question
18730,20070,interviewer_speaking
20070,20700,pause_question
20700,21475,interviewee_speaking
21475,25370,interviewer_speaking
25370,25870,interviewee_speaking
25870,26620,pause_narrative
26620,31860,interviewee_speaking
31860,32530,pause_narrative
32530,33810,interviewee_speaking
33810,34340,pause_narrative
34340,35190,interviewee_speaking
35190,37293,pause_answered
37293,39160,interviewer_speaking
39160,39497,interviewee_speaking
39497,42745,interviewer_speaking
42745,43470,interviewee_speaking
43470,45550,pause_answered
45550,53070,interviewer_speaking
53070,55360,pause_question
55360,58280,interviewer_speaking
58280,59140,interviewee_speaking
59140,60450,interviewer_speaking
60450,60985,pause_question
60985,65670,interviewee_speaking
65670,66490,pause_narrative
66490,67275,interviewee_speaking
67275,69430,pause_narrative
69430,71953,interviewee_speaking
71953,73375,pause_answered
73375,77200,interviewer_speaking
77200,77560,interviewee_speaking
77560,78395,interviewer_speaking
78395,79590,interviewee_speaking
79590,81040,pause_narrative
81040,86610,interviewee_speaking
86610,88360,pause_narrative
88360,88920,interviewee_speaking
88920,89720,pause_narrative
89720,91530,interviewee_speaking
91530,92110,pause_narrative
92110,93330,interviewee_speaking
93330,94510,pause_narrative
94510,95130,interviewee_speaking
95130,95990,pause_narrative
95990,96490,interviewee_speaking
96490,97170,pause_narrative
97170,99000,interviewee_speaking
99000,99580,pause_narrative
99580,101760,interviewee_speaking
101760,102610,pause_narrative
102610,106020,interviewee_speaking
106020,106690,pause_narrative
106690,108120,interviewee_speaking
108120,108790,pause_narrative
108790,110700,interviewee_speaking
110700,111720,pause_narrative
111720,114420,interviewee_speaking
114420,115490,pause_narrative
115490,117410,interviewee_speaking
117410,118170,pause_narrative
118170,118670,interviewee_speaking
118670,119260,pause_narrative
119260,124410,interviewee_speaking
124410,125170,pause_narrative
125170,126210,interviewee_speaking
126210,127000,pause_narrative
127000,127740,interviewee_speaking
127740,129050,pause_narrative
129050,130360,interviewee_speaking
130360,132350,pause_narrative
132350,142170,interviewee_speaking
142170,143120,pause_narrative
143120,143830,interviewee_speaking
143830,145310,pause_narrative
145310,147030,interviewee_speaking
147030,148000,pause_narrative
148000,150720,interviewee_speaking
150720,151720,pause_narrative
151720,153120,interviewee_speaking
153120,155170,pause_narrative
155170,156870,interviewee_speaking
156870,158060,pause_narrative
158060,159870,interviewee_speaking
159870,160630,pause_narrative
160630,161130,interviewee_speaking
161130,161650,pause_narrative
161650,162900,interviewee_speaking
162900,164050,pause_narrative
164050,174900,interviewee_speaking
174900,175640,pause_narrative
175640,176640,interviewee_speaking
176640,177330,pause_narrative
177330,178165,interviewee_speaking
178165,180480,pause_narrative
180480,184080,interviewee_speaking
184080,184720,pause_narrative
184720,190250,interviewee_speaking
190250,191740,pause_answered
191740,193620,interviewer_speaking
193620,194751,pause_question
194751,195484,interviewee_speaking
195484,196170,pause_narrative
196170,197640,interviewee_speaking
197640,198840,interviewer_speaking
198840,200945,interviewee_speaking
200945,202990,pause_narrative
202990,203790,interviewee_speaking
203790,205550,pause_narrative
205550,206370,interviewee_speaking
206370,207590,pause_narrative
207590,210165,interviewee_speaking
210165,212200,pause_narrative
212200,213150,interviewee_speaking
213150,213740,pause_narrative
213740,214240,interviewee_speaking
214240,215680,pause_narrative
215680,220170,interviewee_speaking
220170,221020,pause_narrative
221020,224970,interviewee_speaking
224970,225530,pause_narrative
225530,226945,interviewee_speaking
226945,229220,pause_narrative
229220,236730,interviewee_speaking
236730,238870,pause_narrative
238870,242640,interviewee_speaking
242640,243840,pause_narrative
243840,245910,interviewee_speaking
245910,246430,pause_narrative
246430,246930,interviewee_speaking
246930,247860,pause_narrative
247860,249840,interviewee_speaking
249840,250990,pause_narrative
250990,251970,interviewee_speaking
251970,254050,pause_narrative
254050,254770,interviewee_speaking
254770,257090,pause_narrative
257090,257590,interviewee_speaking
257590,258290,pause_narrative
258290,258790,interviewee_speaking
258790,261740,pause_narrative
261740,262960,interviewee_speaking
262960,264040,pause_narrative
264040,264660,interviewee_speaking
264660,265780,pause_narrative
265780,267960,interviewee_speaking
267960,269230,pause_narrative
269230,272820,interviewee_speaking
272820,274510,pause_narrative
274510,277360,interviewee_speaking
277360,278190,pause_narrative
