start_ms,end_ms,label
10053,11148,interviewer_speaking
11148,12523,pause_question
12523,14728,interviewer_speaking
14728,15301,pause_question
15301,16234,interviewee_speaking
16234,19398,interviewer_speaking
19398,22313,pause_question
22313,23088,interviewee_speaking
23088,23904,pause_narrative
23904,25278,interviewee_speaking
25278,26788,pause_narrative
26788,28118,interviewee_speaking
28118,29538,pause_narrative
29538,31026,interviewee_speaking
31026,32278,pause_narrative
32278,33848,interviewee_speaking
33848,36288,pause_narrative
36288,38103,interviewee_speaking
38103,38778,pause_narrative
38778,39988,interviewee_speaking
39988,40758,pause_narrative
40758,42208,interviewee_speaking
42208,43048,pause_narrative
43048,44358,interviewee_speaking
44358,45878,pause_narrative
45878,50218,interviewee_speaking
50218,50878,pause_narrative
50878,51378,interviewee_speaking
51378,52288,pause_narrative
52288,53758,interviewee_speaking
53758,57193,pause_answered
57193,59088,interviewer_speaking
59088,61338,pause_question
61338,62118,interviewee_speaking
62118,64608,pause_narrative
64608,67778,interviewee_speaking
67778,70158,pause_narrative
70158,71928,interviewee_speaking
71928,72738,pause_narrative
72738,73358,interviewee_speaking
73358,75238,pause_narrative
75238,76048,interviewee_speaking
76048,78238,pause_narrative
78238,79568,interviewee_speaking
79568,81028,pause_narrative
81028,83148,interviewee_speaking
83148,84108,pause_narrative
84108,86198,interviewee_speaking
86198,86878,pause_narrative
86878,87378,interviewee_speaking
87378,89368,pause_narrative
89368,91718,interviewee_speaking
91718,92668,pause_narrative
92668,94278,interviewee_speaking
94278,95668,pause_narrative
95668,97398,interviewee_speaking
97398,98648,pause_narrative
98648,100998,interviewee_speaking
100998,102688,pause_narrative
102688,104288,interviewee_speaking
104288,105318,pause_narrative
105318,111528,interviewee_speaking
111528,112058,pause_narrative
112058,114183,interviewee_speaking
114183,115118,pause_narrative
115118,118268,interviewee_speaking
118268,119498,pause_narrative
119498,120608,interviewee_speaking
120608,122658,pause_narrative
122658,134098,interviewee_speaking
134098,134858,pause_narrative
134858,138377,interviewee_speaking
138377,139308,pause_narrative
139308,144798,interviewee_speaking
144798,146738,pause_narrative
146738,148028,interviewee_speaking
148028,149478,pause_narrative
149478,150128,interviewee_speaking
150128,150758,pause_narrative
150758,156868,interviewee_speaking
156868,157668,pause_narrative
157668,159318,interviewee_speaking
159318,160328,pause_narrative
160328,164638,interviewee_speaking
164638,165178,pause_narrative
165178,174268,interviewee_speaking
174268,174868,pause_narrative
174868,176128,interviewee_speaking
176128,179624,pause_narrative
179624,181508,interviewee_speaking
181508,182308,pause_narrative
182308,183058,interviewee_speaking
183058,183768,pause_narrative
183768,187318,interviewee_speaking
187318,188318,pause_narrative
188318,191338,interviewee_speaking
191338,195098,pause_narrative
195098,195658,interviewee_speaking
195658,196253,pause_narrative
196253,230688,interviewee_speaking
230688,231838,pause_narrative
231838,249508,interviewee_speaking
249508,250028,pause_narrative
250028,254438,interviewee_speaking
254438,255983,pause_answered
255983,257048,interviewer_speaking
257048,258258,pause_question
258258,259278,interviewee_speaking
259278,261048,pause_narrative
261048,262238,interviewee_speaking
262238,263404,pause_narrative
263404,264988,interviewee_speaking
264988,265507,pause_narrative
265507,266567,interviewee_speaking
266567,267228,pause_narrative
267228,268608,interviewee_speaking
268608,269248,pause_narrative
269248,294418,interviewee_speaking
294418,295568,pause_narrative
295568,300618,interviewee_speaking
300618,301228,pause_narrative
301228,303138,interviewee_speaking
303138,304308,pause_narrative
304308,305358,interviewee_speaking
305358,308588,pause_narrative
