start_ms,end_ms,label
9995,11915,interviewee_speaking
11915,13165,pause_narrative
13165,13665,interviewee_speaking
13665,14535,pause_narrative
14535,17265,interviewee_speaking
17265,19005,pause_narrative
19005,25305,interviewee_speaking
25305,26515,pause_narrative
26515,34845,interviewee_speaking
34845,36995,pause_narrative
36995,42135,interviewee_speaking
42135,42805,pause_narrative
42805,49455,interviewee_speaking
49455,50965,pause_narrative
50965,52655,interviewee_speaking
52655,53995,pause_narrative
53995,56525,interviewee_speaking
56525,57075,pause_narrative
57075,61385,interviewee_speaking
61385,62675,pause_answered
62675,63915,interviewer_speaking
63915,64555,pause_question
64555,66580,interviewee_speaking
66580,67705,pause_narrative
67705,76055,interviewee_speaking
76055,77335,pause_narrative
77335,84435,interviewee_speaking
84435,84955,pause_narrative
84955,87195,interviewee_speaking
87195,88315,pause_narrative
88315,94585,interviewee_speaking
94585,96215,pause_narrative
96215,96715,interviewee_speaking
96715,97335,pause_narrative
97335,100155,interviewee_speaking
100155,101155,pause_narrative
101155,112095,interviewee_speaking
112095,114445,pause_narrative
114445,116715,interviewee_speaking
116715,117535,pause_narrative
117535,120345,interviewee_speaking
120345,121715,pause_narrative
121715,122935,interviewee_speaking
122935,124519,pause_narrative
124519,125915,interviewee_speaking
125915,126445,pause_narrative
126445,132155,interviewee_speaking
132155,132925,pause_narrative
132925,136155,interviewee_speaking
136155,136705,pause_narrative
136705,139725,interviewee_speaking
139725,141995,pause_narrative
141995,144235,interviewee_speaking
144235,145395,pause_narrative
145395,148105,interviewee_speaking
148105,149265,pause_narrative
149265,153465,interviewee_speaking
153465,154065,pause_narrative
154065,164055,interviewee_speaking
164055,164680,pause_narrative
164680,165485,interviewee_speaking
165485,166155,pause_narrative
166155,166905,interviewee_speaking
166905,167425,pause_narrative
167425,170680,interviewee_speaking
170680,172885,interviewer_speaking
172885,179175,interviewee_speaking
179175,180867,pause_narrative
180867,182975,interviewee_speaking
182975,186415,pause_answered
186415,187955,interviewer_speaking
187955,189375,pause_question
189375,193767,interviewee_speaking
193767,194635,pause_narrative
194635,197945,interviewee_speaking
197945,199255,pause_narrative
199255,205402,interviewee_speaking
205402,206095,pause_narrative
206095,211585,interviewee_speaking
211585,212155,pause_narrative
212155,212655,interviewee_speaking
212655,213565,pause_narrative
213565,216915,interviewee_speaking
216915,218275,pause_narrative
218275,223015,interviewee_speaking
223015,223665,pause_narrative
223665,226897,interviewee_speaking
226897,228415,pause_answered
228415,230515,interviewer_speaking
230515,232305,pause_question
232305,233865,interviewee_speaking
233865,234765,pause_narrative
234765,240015,interviewee_speaking
240015,241555,interviewer_speaking
241555,247335,interviewee_speaking
247335,248185,pause_narrative
248185,248685,interviewee_speaking
248685,249325,pause_narrative
249325,254085,interviewee_speaking
254085,254595,pause_narrative
254595,255095,interviewee_speaking
255095,257545,pause_narrative
257545,258755,interviewee_speaking
258755,259815,pause_narrative
259815,263625,interviewee_speaking
263625,264305,pause_narrative
264305,267155,interviewee_speaking
267155,267985,pause_narrative
267985,270854,interviewee_speaking
270854,271465,pause_narrative
271465,272535,interviewee_speaking
272535,273135,pause_narrative
273135,276065,interviewee_speaking
