start_ms,end_ms,label
10220,14800,interviewer_speaking
14800,16085,pause_question
16085,20860,interviewee_speaking
20860,21740,pause_narrative
21740,22390,interviewee_speaking
22390,23090,pause_narrative
23090,25380,interviewee_speaking
25380,25970,pause_narrative
25970,28300,interviewee_speaking
28300,29270,pause_narrative
29270,38050,interviewee_speaking
38050,38630,pause_narrative
38630,39430,interviewee_speaking
39430,40500,pause_narrative
40500,41000,interviewee_speaking
41000,41870,pause_narrative
41870,44770,interviewee_speaking
44770,45710,pause_narrative
45710,48190,interviewee_speaking
48190,49040,pause_narrative
49040,51305,interviewee_speaking
51305,53480,pause_narrative
53480,55510,interviewee_speaking
55510,56150,pause_narrative
56150,69220,interviewee_speaking
69220,70400,pause_narrative
70400,71320,interviewee_speaking
71320,71990,pause_narrative
71990,73179,interviewee_speaking
73179,74550,pause_narrative
74550,78155,interviewee_speaking
78155,80660,pause_narrative
80660,81160,interviewee_speaking
81160,85055,pause_answered
85055,85930,interviewer_speaking
85930,86490,pause_question
86490,86690,interviewer_speaking
86690,88690,interviewee_speaking
88690,89210,pause_narrative
89210,103420,interviewee_speaking
103420,104490,pause_narrative
104490,108520,interviewee_speaking
108520,109370,pause_narrative
109370,110260,interviewee_speaking
110260,111830,pause_narrative
111830,118330,interviewee_speaking
118330,119180,pause_answered
119180,121870,interviewer_speaking
121870,122570,pause_question
122570,123700,interviewee_speaking
123700,125530,interviewer_speaking
125530,126030,interviewee_speaking
126030,127090,pause_narrative
127090,129640,interviewee_speaking
129640,131540,pause_narrative
131540,137859,interviewee_speaking
137859,138488,pause_narrative
138488,144710,interviewee_speaking
144710,145550,interviewer_speaking
145550,146210,pause_question
146210,146710,interviewee_speaking
146710,147300,pause_narrative
147300,147800,interviewee_speaking
147800,148796,pause_narrative
148796,149296,interviewee_speaking
149296,150460,pause_narrative
150460,153430,interviewee_speaking
153430,154400,pause_narrative
154400,155750,interviewee_speaking
155750,157850,interviewer_speaking
157850,161046,pause_question
161046,163900,interviewee_speaking
163900,165250,pause_narrative
165250,166060,interviewee_speaking
166060,167600,pause_narrative
167600,168370,interviewee_speaking
168370,169970,pause_narrative
169970,174792,interviewee_speaking
174792,176270,pause_narrative
176270,176860,interviewee_speaking
176860,179100,pause_narrative
179100,181160,interviewee_speaking
181160,183785,interviewer_speaking
183785,185120,interviewee_speaking
185120,186310,interviewer_speaking
186310,186950,pause_question
186950,187450,interviewee_speaking
187450,188710,pause_narrative
188710,189430,interviewee_speaking
189430,190040,pause_narrative
190040,193470,interviewee_speaking
193470,194752,pause_answered
194752,197440,interviewer_speaking
197440,198980,pause_question
198980,203500,interviewee_speaking
203500,204050,pause_narrative
204050,212620,interviewee_speaking
212620,213950,pause_narrative
213950,215080,interviewee_speaking
215080,216450,pause_narrative
216450,219535,interviewee_speaking
219535,222380,pause_answered
222380,224830,interviewer_speaking
224830,225536,pause_question
225536,226750,interviewer_speaking
226750,229550,pause_question
229550,230050,interviewer_speaking
230050,230720,pause_question
230720,231850,interviewer_speaking
231850,232520,pause_question
232520,233840,interviewer_speaking
233840,234340,interviewee_speaking
234340,235070,pause_narrative
235070,236230,interviewee_speaking
236230,238100,pause_narrative
238100,239410,interviewee_speaking
239410,241190,pause_narrative
241190,245860,interviewee_speaking
245860,247100,pause_narrative
247100,249880,interviewee_speaking
249880,250760,pause_narrative
250760,253520,interviewee_speaking
253520,254520,interviewer_speaking
254520,256730,interviewee_speaking
256730,257450,pause_narrative
