start_ms,end_ms,label
9095,9850,interviewer_speaking
9850,11420,pause_question
11420,16930,interviewer_speaking
16930,17490,pause_question
17490,21400,interviewer_speaking
21400,22370,pause_question
22370,25570,interviewer_speaking
25570,26075,pause_question
26075,26625,interviewer_speaking
26625,27120,interviewee_speaking
27120,27470,interviewer_speaking
27470,28610,interviewee_speaking
28610,29950,interviewer_speaking
29950,30500,pause_question
30500,32020,interviewee_speaking
32020,32810,pause_narrative
32810,33995,interviewee_speaking
33995,34495,interviewer_speaking
34495,35176,pause_question
35176,39040,interviewee_speaking
39040,40890,pause_narrative
40890,42070,interviewee_speaking
42070,43620,pause_narrative
43620,44860,interviewee_speaking
44860,46320,pause_narrative
46320,47680,interviewee_speaking
47680,49310,pause_narrative
49310,53410,interviewee_speaking
53410,55940,pause_narrative
55940,60640,interviewee_speaking
60640,62270,pause_narrative
62270,73180,interviewee_speaking
73180,73980,pause_narrative
73980,82390,interviewee_speaking
82390,84140,pause_narrative
84140,93220,interviewee_speaking
93220,93890,pause_narrative
93890,97476,interviewee_speaking
97476,98480,interviewer_speaking
98480,101900,interviewee_speaking
101900,103878,interviewer_speaking
103878,104836,interviewee_speaking
104836,105568,interviewer_speaking
105568,106550,pause_question
106550,107770,interviewer_speaking
107770,109280,pause_question
109280,109960,interviewee_speaking
109960,111080,pause_narrative
111080,112450,interviewee_speaking
112450,114260,pause_narrative
114260,115000,interviewee_speaking
115000,116120,pause_narrative
116120,116740,interviewee_speaking
116740,117260,pause_narrative
117260,118960,interviewee_speaking
118960,119480,pause_narrative
119480,120400,interviewee_speaking
120400,121430,pause_narrative
121430,124563,interviewee_speaking
124563,126620,pause_narrative
126620,130870,interviewee_speaking
130870,131630,pause_narrative
131630,143610,interviewee_speaking
143610,144470,pause_narrative
144470,146980,interviewee_speaking
146980,148850,pause_narrative
148850,149350,interviewee_speaking
149350,150140,pause_narrative
150140,151000,interviewee_speaking
151000,151790,pause_narrative
151790,167120,interviewee_speaking
167120,167750,pause_narrative
167750,170710,interviewee_speaking
170710,171410,pause_narrative
171410,181480,interviewee_speaking
181480,182000,pause_narrative
182000,184960,interviewee_speaking
184960,185930,pause_narrative
185930,188195,interviewee_speaking
188195,192170,pause_narrative
192170,194924,interviewee_speaking
194924,195890,pause_narrative
195890,197650,interviewee_speaking
197650,199460,pause_narrative
199460,200200,interviewee_speaking
200200,201890,pause_narrative
201890,209800,interviewee_speaking
209800,211750,pause_narrative
211750,212250,interviewee_speaking
212250,213350,pause_narrative
213350,217300,interviewee_speaking
217300,219290,pause_narrative
219290,220960,interviewee_speaking
220960,222860,pause_narrative
222860,226960,interviewee_speaking
226960,227540,pause_narrative
227540,229930,interviewee_speaking
229930,231050,pause_narrative
231050,232810,interviewee_speaking
232810,233600,pause_narrative
233600,236160,interviewee_speaking
236160,237200,pause_narrative
237200,239760,interviewee_speaking
239760,241140,pause_narrative
241140,243760,interviewee_speaking
243760,244325,pause_narrative
244325,247360,interviewee_speaking
247360,248750,pause_narrative
248750,249490,interviewee_speaking
249490,251860,pause_narrative
251860,253670,interviewee_speaking
253670,256460,pause_narrative
256460,260820,interviewee_speaking
260820,271250,interviewer_speaking
271250,271760,pause_question
271760,272680,interviewer_speaking
272680,273380,pause_question
273380,275930,interviewer_speaking
275930,277550,pause_question
277550,278170,interviewer_speaking
278170,279680,pause_question
279680,281920,interviewer_speaking
281920,282620,pause_question
282620,283495,interviewer_speaking
283495,285890,pause_question
285890,286450,interviewer_speaking
286450,287680,pause_question
287680,289630,interviewer_speaking
289630,290780,pause_question
290780,291640,interviewer_speaking
291640,292400,pause_question
292400,298810,interviewer_speaking
298810,304900,interviewee_speaking
304900,306130,pause_narrative
306130,310220,interviewee_speaking
310220,311910,pause_narrative
311910,317130,interviewee_speaking
317130,319100,pause_narrative
319100,320440,interviewee_speaking
320440,321770,pause_narrative
321770,322930,interviewee_speaking
322930,324150,pause_narrative
324150,348400,interviewee_speaking
348400,349140,pause_narrative
349140,350480,interviewee_speaking
350480,352665,pause_answered
352665,358580,interviewer_speaking
358580,359677,pause_question
359677,360060,interviewee_speaking
360060,364130,interviewer_speaking
364130,364920,pause_question
364920,366620,interviewer_speaking
366620,367200,pause_question
367200,369800,interviewer_speaking
369800,371090,pause_question
371090,375410,interviewee_speaking
375410,376750,pause_narrative
376750,377450,interviewee_speaking
377450,379260,pause_narrative
379260,382460,interviewee_speaking
382460,384270,pause_narrative
384270,384950,interviewee_speaking
384950,385540,pause_narrative
385540,386785,interviewee_speaking
386785,387570,pause_narrative
387570,388565,interviewee_speaking
388565,390180,pause_narrative
390180,390680,interviewee_speaking
390680,392490,pause_narrative
392490,393390,interviewee_speaking
393390,394880,interviewer_speaking
394880,396180,pause_question
396180,398620,interviewer_speaking
398620,399460,pause_question
399460,400970,interviewer_speaking
400970,403420,pause_question
403420,404338,interviewer_speaking
404338,405092,pause_question
405092,407570,interviewer_speaking
407570,408660,pause_question
408660,413250,interviewer_speaking
413250,418460,interviewee_speaking
418460,419100,pause_narrative
419100,421520,interviewee_speaking
421520,422160,pause_narrative
422160,422660,interviewee_speaking
422660,423420,pause_narrative
423420,427190,interviewee_speaking
427190,427770,pause_narrative
427770,433040,interviewee_speaking
433040,433920,pause_narrative
433920,435330,interviewee_speaking
435330,436210,interviewer_speaking
436210,437390,interviewee_speaking
437390,438030,pause_answered
438030,439490,interviewer_speaking
439490,440415,interviewee_speaking
440415,440940,interviewer_speaking
440940,441980,interviewee_speaking
441980,442920,pause_narrative
442920,447890,interviewee_speaking
447890,448650,pause_narrative
448650,449610,interviewee_speaking
449610,450300,pause_narrative
450300,460920,interviewee_speaking
460920,461430,pause_narrative
461430,464780,interviewee_speaking
464780,466740,pause_answered
466740,470505,interviewer_speaking
470505,474470,interviewee_speaking
474470,475000,pause_narrative
475000,476330,interviewee_speaking
476330,477540,pause_narrative
477540,478160,interviewee_speaking
478160,480080,pause_answered
480080,480480,interviewer_speaking
480480,484640,interviewee_speaking
484640,485670,pause_narrative
485670,486500,interviewee_speaking
486500,487060,pause_narrative
487060,489210,interviewee_speaking
489210,490520,pause_narrative
490520,493610,interviewee_speaking
493610,494456,pause_narrative
494456,502110,interviewee_speaking
502110,502900,pause_narrative
502900,503600,interviewee_speaking
503600,504380,pause_narrative
504380,511250,interviewee_speaking
511250,512010,pause_narrative
512010,518120,interviewee_speaking
518120,519440,pause_narrative
519440,521959,interviewee_speaking
521959,522720,pause_narrative
522720,525490,interviewee_speaking
525490,527470,pause_narrative
527470,533030,interviewee_speaking
533030,533550,pause_narrative
533550,543200,interviewee_speaking
543200,544240,pause_narrative
544240,548840,interviewee_speaking
548840,549520,pause_narrative
549520,551960,interviewee_speaking
551960,552510,pause_narrative
552510,571120,interviewee_speaking
571120,572370,pause_narrative
572370,572960,interviewee_speaking
572960,574920,pause_narrative
574920,575420,interviewee_speaking
575420,576396,pause_narrative
576396,578590,interviewee_speaking
578590,579410,pause_narrative
579410,579910,interviewee_speaking
579910,580440,pause_answered
580440,582960,interviewer_speaking
582960,583405,interviewee_speaking
583405,586920,interviewer_speaking
586920,587520,interviewee_speaking
587520,595460,interviewer_speaking
595460,596910,pause_question
596910,597830,interviewee_speaking
597830,599000,pause_narrative
599000,601490,interviewee_speaking
601490,605075,pause_answered
605075,606900,interviewer_speaking
606900,608705,pause_question
608705,614060,interviewer_speaking
614060,615360,pause_question
615360,616430,interviewer_speaking
616430,618610,pause_question
618610,624230,interviewer_speaking
624230,625210,pause_question
625210,627200,interviewer_speaking
627200,628280,pause_question
628280,631040,interviewer_speaking
631040,631620,pause_question
631620,636830,interviewer_speaking
636830,640080,pause_question
640080,642410,interviewee_speaking
642410,643740,pause_narrative
643740,644360,interviewee_speaking
644360,646785,pause_narrative
646785,648560,interviewee_speaking
