start_ms,end_ms,label
9331,10824,interviewer_speaking
10824,11394,pause_question
11394,14884,interviewer_speaking
14884,17016,pause_question
17016,19254,interviewee_speaking
19254,19974,pause_narrative
19974,23344,interviewee_speaking
23344,23859,pause_narrative
23859,24744,interviewee_speaking
24744,25634,pause_narrative
25634,28194,interviewee_speaking
28194,30644,pause_narrative
30644,31144,interviewee_speaking
31144,36374,pause_narrative
36374,38484,interviewee_speaking
38484,39444,pause_narrative
39444,47994,interviewee_speaking
47994,49904,pause_narrative
49904,55794,interviewee_speaking
55794,56624,pause_narrative
56624,65074,interviewee_speaking
65074,65934,pause_narrative
65934,67774,interviewee_speaking
67774,69034,pause_narrative
69034,72324,interviewee_speaking
72324,73224,pause_narrative
73224,79934,interviewee_speaking
79934,80484,pause_narrative
80484,82404,interviewee_speaking
82404,83934,pause_narrative
83934,88504,interviewee_speaking
88504,89830,pause_narrative
89830,109574,interviewee_speaking
109574,111399,interviewer_speaking
111399,113444,interviewee_speaking
113444,114624,pause_narrative
114624,123334,interviewee_speaking
123334,124384,pause_narrative
124384,124884,interviewee_speaking
124884,125814,pause_narrative
125814,126314,interviewee_speaking
126314,128324,pause_narrative
128324,135214,interviewee_speaking
135214,137154,pause_narrative
137154,137654,interviewee_speaking
137654,139294,pause_narrative
139294,144004,interviewee_speaking
144004,146174,pause_narrative
146174,147664,interviewee_speaking
147664,148324,pause_narrative
148324,153214,interviewee_speaking
153214,154654,pause_narrative
154654,155594,interviewee_speaking
155594,156174,pause_narrative
156174,157314,interviewee_speaking
157314,158654,pause_narrative
158654,159804,interviewee_speaking
159804,161164,pause_narrative
161164,164214,interviewee_speaking
164214,165154,pause_narrative
165154,167514,interviewee_speaking
167514,169444,pause_narrative
169444,169944,interviewee_speaking
169944,170934,pause_narrative
170934,172024,interviewee_speaking
172024,173184,pause_narrative
173184,173684,interviewee_speaking
173684,174914,pause_narrative
174914,176784,interviewee_speaking
176784,177874,pause_narrative
177874,182214,interviewee_speaking
182214,183434,pause_narrative
183434,191924,interviewee_speaking
191924,193184,pause_narrative
193184,195304,interviewee_speaking
195304,196874,pause_narrative
196874,197874,interviewee_speaking
197874,198674,pause_narrative
198674,200884,interviewee_speaking
200884,201644,pause_narrative
201644,202144,interviewee_speaking
202144,205324,pause_narrative
205324,205824,interviewee_speaking
205824,206944,pause_narrative
206944,212674,interviewee_speaking
212674,213714,pause_narrative
213714,226474,interviewee_speaking
226474,227284,pause_narrative
227284,229284,interviewee_speaking
229284,230044,pause_narrative
230044,233374,interviewee_speaking
233374,234604,pause_narrative
234604,242514,interviewee_speaking
242514,244114,pause_narrative
244114,246774,interviewee_speaking
246774,248274,pause_narrative
248274,253704,interviewee_speaking
253704,258804,pause_narrative
258804,263274,interviewee_speaking
263274,264353,pause_narrative
264353,269233,interviewee_speaking
269233,270514,pause_narrative
270514,279004,interviewee_speaking
279004,279614,pause_narrative
279614,283224,interviewee_speaking
283224,284664,pause_narrative
284664,285164,interviewee_speaking
285164,285924,pause_narrative
285924,289784,interviewee_speaking
289784,290354,pause_narrative
290354,302244,interviewee_speaking
302244,303044,pause_narrative
303044,306444,interviewee_speaking
306444,307274,pause_narrative
307274,307774,interviewee_speaking
307774,308534,pause_narrative
308534,315644,interviewee_speaking
315644,316314,pause_narrative
316314,318804,interviewee_speaking
318804,319624,pause_narrative
319624,326654,interviewee_speaking
326654,327514,pause_narrative
327514,329914,interviewee_speaking
329914,335144,pause_narrative
335144,336734,interviewee_speaking
336734,338134,pause_narrative
338134,339784,interviewee_speaking
339784,340924,pause_narrative
340924,341424,interviewee_speaking
341424,342444,pause_narrative
342444,352614,interviewee_speaking
352614,353424,pause_narrative
353424,356184,interviewee_speaking
356184,356914,pause_narrative
356914,362974,interviewee_speaking
362974,364554,pause_narrative
364554,365054,interviewee_speaking
365054,366774,pause_narrative
366774,372214,interviewee_speaking
372214,373734,pause_narrative
373734,375044,interviewee_speaking
