start_ms,end_ms,label
9063,14110,interviewer_speaking
14110,15820,pause_question
15820,22550,interviewer_speaking
22550,22947,interviewee_speaking
22947,27805,interviewer_speaking
27805,28630,pause_question
28630,30557,interviewer_speaking
30557,32240,interviewee_speaking
32240,33325,pause_answered
33325,42320,interviewer_speaking
42320,43120,pause_question
43120,48706,interviewer_speaking
48706,49390,pause_question
49390,52270,interviewer_speaking
52270,53285,pause_question
53285,53785,interviewee_speaking
53785,54840,pause_narrative
54840,55340,interviewee_speaking
55340,56640,pause_narrative
56640,60600,interviewee_speaking
60600,63300,pause_narrative
63300,64220,interviewee_speaking
64220,65280,pause_narrative
65280,66903,interviewee_speaking
66903,70210,pause_narrative
70210,70710,interviewee_speaking
70710,71870,pause_narrative
71870,72640,interviewee_speaking
72640,73229,pause_narrative
73229,73729,interviewee_speaking
73729,74490,pause_narrative
74490,75130,interviewee_speaking
75130,75755,pause_narrative
75755,76255,interviewee_speaking
76255,79010,pause_narrative
79010,80360,interviewee_speaking
80360,81012,pause_narrative
81012,81930,interviewee_speaking
81930,82920,pause_narrative
82920,83640,interviewee_speaking
83640,84290,pause_narrative
84290,87480,interviewee_speaking
87480,88680,pause_narrative
88680,90590,interviewee_speaking
90590,92600,pause_narrative
92600,98243,interviewee_speaking
98243,100630,pause_narrative
100630,103250,interviewee_speaking
103250,103976,pause_narrative
103976,105600,interviewee_speaking
105600,106510,pause_narrative
106510,109010,interviewee_speaking
109010,109641,pause_narrative
109641,110141,interviewee_speaking
110141,113010,pause_narrative
113010,113740,interviewee_speaking
113740,114800,pause_narrative
114800,117346,interviewee_speaking
117346,118010,pause_narrative
118010,122880,interviewee_speaking
122880,123630,pause_narrative
123630,126500,interviewee_speaking
126500,128280,pause_narrative
128280,131720,interviewee_speaking
131720,132370,pause_narrative
132370,134660,interviewee_speaking
134660,137870,pause_narrative
137870,140530,interviewee_speaking
140530,141460,pause_narrative
141460,142150,interviewee_speaking
142150,142800,pause_narrative
142800,143300,interviewee_speaking
143300,143990,pause_narrative
143990,147080,interviewee_speaking
147080,147814,pause_narrative
147814,149250,interviewee_speaking
149250,150370,pause_narrative
150370,150870,interviewee_speaking
150870,153010,pause_narrative
153010,157660,interviewee_speaking
157660,159430,pause_narrative
159430,164060,interviewee_speaking
164060,165100,pause_narrative
165100,166840,interviewee_speaking
166840,168150,pause_narrative
168150,169710,interviewee_speaking
169710,171200,pause_narrative
171200,172010,interviewee_speaking
172010,172810,pause_narrative
172810,177790,interviewee_speaking
177790,180210,pause_narrative
180210,184280,interviewee_speaking
184280,185600,pause_narrative
185600,193150,interviewee_speaking
193150,193735,pause_narrative
193735,197240,interviewee_speaking
197240,197822,pause_narrative
197822,202730,interviewee_speaking
202730,204595,pause_answered
204595,206830,interviewer_speaking
206830,208565,pause_question
208565,213780,interviewee_speaking
213780,214410,pause_narrative
214410,222390,interviewee_speaking
222390,223200,pause_narrative
223200,224630,interviewee_speaking
224630,225410,pause_narrative
225410,228840,interviewee_speaking
228840,229700,pause_narrative
229700,230730,interviewee_speaking
230730,231642,pause_narrative
231642,235120,interviewee_speaking
235120,236095,pause_narrative
236095,241290,interviewee_speaking
241290,242150,pause_narrative
242150,248315,interviewee_speaking
248315,251460,pause_narrative
251460,255560,interviewee_speaking
255560,256320,pause_narrative
256320,256820,interviewee_speaking
256820,257930,pause_narrative
257930,258650,interviewee_speaking
258650,259600,pause_narrative
259600,262180,interviewee_speaking
262180,263410,pause_narrative
263410,265000,interviewee_speaking
265000,265990,pause_narrative
265990,269329,interviewee_speaking
269329,272530,pause_narrative
272530,273930,interviewee_speaking
273930,274630,pause_narrative
274630,275480,interviewee_speaking
275480,276300,pause_narrative
276300,281680,interviewee_speaking
281680,282202,pause_answered
282202,284140,interviewer_speaking
284140,287159,interviewee_speaking
287159,289115,interviewer_speaking
289115,293320,interviewee_speaking
293320,293850,pause_narrative
293850,294350,interviewee_speaking
294350,295020,pause_narrative
295020,296880,interviewee_speaking
296880,297400,pause_narrative
297400,298240,interviewee_speaking
298240,298800,pause_narrative
298800,299300,interviewee_speaking
299300,301000,pause_narrative
301000,305840,interviewee_speaking
305840,306440,pause_narrative
306440,306940,interviewee_speaking
306940,307450,pause_narrative
307450,309670,interviewee_speaking
309670,310940,pause_narrative
310940,313200,interviewee_speaking
