start_ms,end_ms,label
35745,37810,interviewer_speaking
37810,39060,pause_question
39060,41819,interviewer_speaking
41819,42390,pause_question
42390,42890,interviewer_speaking
42890,45290,pause_question
45290,47980,interviewer_speaking
47980,49980,pause_question
49980,52330,interviewer_speaking
52330,54630,pause_question
54630,57920,interviewer_speaking
57920,60290,pause_question
60290,64150,interviewer_speaking
64150,65360,pause_question
65360,67750,interviewer_speaking
67750,68580,pause_question
68580,72790,interviewer_speaking
72790,79130,pause_question
79130,81480,interviewee_speaking
81480,83215,pause_answered
83215,84140,interviewer_speaking
84140,90850,interviewee_speaking
90850,92180,pause_narrative
92180,92590,interviewee_speaking
92590,94580,interviewer_speaking
94580,95287,pause_question
95287,95787,interviewee_speaking
95787,96669,pause_answered
96669,97425,interviewer_speaking
97425,101620,interviewee_speaking
101620,105126,interviewer_speaking
105126,105626,interviewee_speaking
105626,106310,pause_narrative
106310,107513,interviewee_speaking
107513,108146,interviewer_speaking
108146,109070,pause_question
109070,110610,interviewee_speaking
110610,111420,pause_narrative
111420,112530,interviewee_speaking
112530,114290,pause_narrative
114290,116880,interviewee_speaking
116880,117760,pause_narrative
117760,120610,interviewee_speaking
120610,121700,pause_narrative
121700,122200,interviewee_speaking
122200,122830,pause_narrative
122830,123330,interviewee_speaking
123330,123970,pause_narrative
123970,124470,interviewee_speaking
124470,125080,pause_narrative
125080,126230,interviewee_speaking
126230,127660,pause_narrative
127660,128310,interviewee_speaking
128310,130430,pause_narrative
130430,131740,interviewee_speaking
131740,133350,pause_narrative
133350,133850,interviewee_speaking
133850,134580,pause_narrative
134580,135080,interviewee_speaking
135080,137560,pause_narrative
137560,138060,interviewee_speaking
138060,138690,pause_narrative
138690,139289,interviewee_speaking
139289,140210,pause_narrative
140210,143100,interviewee_speaking
143100,144080,pause_narrative
144080,144870,interviewee_speaking
144870,146270,pause_narrative
146270,146890,interviewee_speaking
146890,148530,pause_narrative
148530,150750,interviewee_speaking
150750,152390,pause_narrative
152390,152890,interviewee_speaking
152890,154050,pause_narrative
154050,154840,interviewee_speaking
154840,156880,pause_answered
156880,158280,interviewer_speaking
158280,158825,pause_question
158825,159430,interviewee_speaking
159430,160130,pause_narrative
160130,161290,interviewee_speaking
161290,162090,pause_narrative
162090,162720,interviewee_speaking
162720,163290,pause_narrative
163290,166100,interviewee_speaking
166100,168630,pause_narrative
168630,169500,interviewee_speaking
169500,170896,pause_narrative
170896,171396,interviewee_speaking
171396,171990,pause_narrative
171990,183220,interviewee_speaking
183220,184190,pause_narrative
184190,185220,interviewee_speaking
185220,186120,pause_narrative
186120,188270,interviewee_speaking
188270,189420,pause_narrative
189420,194580,interviewee_speaking
194580,197585,pause_answered
197585,201235,interviewer_speaking
201235,202040,interviewee_speaking
202040,202960,pause_narrative
202960,204830,interviewee_speaking
204830,205830,pause_narrative
205830,206330,interviewee_speaking
206330,206995,pause_narrative
206995,210180,interviewee_speaking
210180,211686,pause_narrative
211686,212610,interviewee_speaking
212610,213750,pause_narrative
213750,220060,interviewee_speaking
220060,220820,pause_narrative
220820,221320,interviewee_speaking
221320,221960,pause_narrative
221960,222880,interviewee_speaking
222880,223440,pause_narrative
223440,226160,interviewee_speaking
226160,227225,pause_answered
227225,228790,interviewer_speaking
228790,229920,pause_question
229920,230420,interviewee_speaking
230420,231180,pause_narrative
231180,232340,interviewee_speaking
232340,233060,pause_narrative
233060,238820,interviewee_speaking
238820,239690,pause_narrative
239690,240840,interviewee_speaking
240840,241759,pause_narrative
241759,242259,interviewee_speaking
242259,247945,pause_answered
