start_ms,end_ms,label
1452,3370,interviewee_speaking
3370,4260,pause_narrative
4260,5640,interviewee_speaking
5640,6170,interviewer_speaking
6170,7670,interviewee_speaking
7670,8830,pause_narrative
8830,9330,interviewee_speaking
9330,10300,pause_narrative
10300,12110,interviewee_speaking
12110,13265,pause_narrative
13265,14650,interviewee_speaking
14650,15155,pause_narrative
15155,16620,interviewee_speaking
16620,17510,pause_narrative
17510,19090,interviewee_speaking
19090,20500,pause_narrative
20500,24200,interviewee_speaking
24200,25510,pause_narrative
25510,28030,interviewee_speaking
28030,31460,pause_narrative
31460,31960,interviewee_speaking
31960,33540,pause_narrative
33540,38630,interviewee_speaking
38630,43107,pause_answered
43107,45060,interviewer_speaking
45060,45940,pause_question
45940,50830,interviewer_speaking
50830,53010,pause_question
53010,56510,interviewer_speaking
56510,59760,pause_question
59760,62220,interviewer_speaking
62220,63100,pause_question
63100,70400,interviewer_speaking
70400,76400,pause_question
76400,77715,interviewer_speaking
77715,78555,pause_question
78555,79910,interviewee_speaking
79910,80750,pause_narrative
80750,82330,interviewee_speaking
82330,83970,pause_narrative
83970,84470,interviewee_speaking
84470,84980,pause_narrative
84980,86160,interviewee_speaking
86160,86800,pause_narrative
86800,89620,interviewee_speaking
89620,90346,pause_answered
90346,91870,interviewer_speaking
91870,93110,interviewee_speaking
93110,94800,pause_narrative
94800,95300,interviewee_speaking
95300,100075,pause_answered
100075,102195,interviewer_speaking
102195,104890,interviewee_speaking
104890,106815,pause_answered
106815,108505,interviewer_speaking
108505,109770,interviewee_speaking
109770,111730,pause_narrative
111730,116180,interviewee_speaking
116180,117100,pause_narrative
117100,117830,interviewee_speaking
117830,118665,pause_narrative
118665,120010,interviewee_speaking
120010,120650,pause_narrative
120650,124620,interviewee_speaking
124620,125541,pause_answered
125541,127150,interviewer_speaking
127150,127815,pause_question
127815,129639,interviewee_speaking
129639,131190,pause_narrative
131190,132910,interviewee_speaking
132910,133710,pause_narrative
133710,134210,interviewee_speaking
134210,135370,pause_answered
135370,137750,interviewer_speaking
137750,138305,pause_question
138305,141160,interviewee_speaking
141160,142290,pause_narrative
142290,144070,interviewee_speaking
144070,145350,pause_narrative
145350,146380,interviewee_speaking
146380,148120,pause_narrative
148120,152580,interviewee_speaking
152580,153460,pause_narrative
153460,155480,interviewee_speaking
155480,155985,pause_narrative
155985,156485,interviewee_speaking
156485,157140,pause_narrative
157140,159790,interviewee_speaking
159790,160410,pause_narrative
160410,160910,interviewee_speaking
160910,161670,pause_answered
161670,163976,interviewer_speaking
163976,164545,pause_question
164545,166280,interviewee_speaking
166280,168400,pause_narrative
168400,171110,interviewee_speaking
171110,172460,pause_narrative
172460,174800,interviewee_speaking
174800,177620,pause_narrative
177620,178390,interviewee_speaking
178390,179660,pause_narrative
179660,181380,interviewee_speaking
181380,182000,pause_narrative
182000,182890,interviewee_speaking
182890,184586,pause_answered
184586,185960,interviewer_speaking
