start_ms,end_ms,label
9947,25640,interviewee_speaking
25640,26780,pause_narrative
26780,27280,interviewee_speaking
27280,28790,pause_narrative
28790,31090,interviewee_speaking
31090,31940,pause_narrative
31940,33650,interviewee_speaking
33650,36780,pause_narrative
36780,44550,interviewee_speaking
44550,45170,pause_narrative
45170,45670,interviewee_speaking
45670,47030,pause_narrative
47030,56110,interviewee_speaking
56110,56860,pause_narrative
56860,60070,interviewee_speaking
60070,60640,pause_narrative
60640,62860,interviewee_speaking
62860,63680,pause_narrative
63680,66750,interviewee_speaking
66750,69320,pause_narrative
69320,72220,interviewee_speaking
72220,73410,pause_narrative
73410,75910,interviewee_speaking
75910,78500,pause_narrative
78500,79000,interviewee_speaking
79000,79670,pause_narrative
79670,82870,interviewee_speaking
82870,84250,pause_narrative
84250,85090,interviewee_speaking
85090,85690,pause_narrative
85690,86760,interviewee_speaking
86760,87900,pause_narrative
87900,91470,interviewee_speaking
91470,92250,pause_narrative
92250,92750,interviewee_speaking
92750,93550,pause_narrative
93550,94880,interviewee_speaking
94880,96720,pause_narrative
96720,97900,interviewee_speaking
97900,98550,pause_narrative
98550,100430,interviewee_speaking
100430,101240,pause_narrative
101240,102160,interviewee_speaking
102160,104580,pause_narrative
104580,105320,interviewee_speaking
105320,106020,pause_narrative
106020,106930,interviewee_speaking
106930,108010,pause_narrative
108010,113990,interviewee_speaking
113990,116470,pause_narrative
116470,117900,interviewee_speaking
117900,119190,pause_narrative
119190,120980,interviewee_speaking
120980,121770,pause_narrative
121770,122950,interviewee_speaking
122950,125070,pause_narrative
125070,129610,interviewee_speaking
129610,130600,pause_narrative
130600,131350,interviewee_speaking
131350,132360,pause_narrative
132360,134710,interviewee_speaking
134710,135810,pause_narrative
135810,137620,interviewee_speaking
137620,138140,pause_narrative
138140,138950,interviewee_speaking
138950,139700,pause_narrative
139700,141320,interviewee_speaking
141320,142090,pause_narrative
142090,144675,interviewee_speaking
144675,146150,pause_narrative
146150,149200,interviewee_speaking
149200,151010,pause_narrative
151010,159190,interviewee_speaking
159190,159720,pause_narrative
159720,161430,interviewee_speaking
161430,162020,pause_narrative
162020,162670,interviewee_speaking
162670,164800,pause_narrative
164800,169990,interviewee_speaking
169990,170560,pause_narrative
170560,171060,interviewee_speaking
171060,171850,pause_narrative
171850,173780,interviewee_speaking
173780,174740,pause_narrative
174740,177350,interviewee_speaking
177350,179040,pause_narrative
179040,180070,interviewee_speaking
180070,180600,pause_narrative
180600,182660,interviewee_speaking
182660,183350,pause_narrative
183350,189380,interviewee_speaking
189380,190540,pause_narrative
190540,192170,interviewee_speaking
192170,192830,pause_narrative
192830,194970,interviewee_speaking
194970,196640,pause_narrative
